"","1_1","1_2","1_3","2_1","2_2","2_3","3_1","3_2","3_3","4_1","4_2","4_3","5_1","5_2","5_3","6_1","6_2","6_3","7_1","7_2","7_3","8_1","8_2","8_3","9_1","9_2","9_3","10_1","10_2","10_3"
"ENSG00000238569",3,3,7,4,5,0,0,5,0,1,9,2,7,3,0,0,2,0,2,0,1,5,0,11,0,1,4,0,4,6
"ENSG00000189060",36359,55731,56319,66299,55436,32610,9430,34663,47045,58158,55846,26888,26177,27059,16998,47546,49593,14607,57619,33886,32362,32731,19685,53187,17724,10094,33916,15083,22292,31145
"ENSG00000100116",2358,3480,3421,2694,2219,1462,618,2249,2793,2693,2590,1224,1807,2066,1210,2544,2467,873,3539,1950,1990,1328,811,2190,1276,769,1686,981,933,1356
"ENSG00000128310",13,24,16,19,21,17,0,9,6,3,7,6,8,16,6,20,9,3,21,8,5,9,2,5,7,5,5,4,6,8
"ENSG00000100124",721,1001,1013,1187,993,607,210,697,864,1143,1065,474,660,560,426,1030,960,329,1347,691,660,625,359,1003,571,285,866,424,505,793
"ENSG00000207945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207696",5,0,6,8,4,2,0,3,5,7,9,2,8,4,0,4,7,1,4,5,2,3,2,3,2,1,3,0,1,5
"ENSG00000100129",12565,19278,19441,20575,17105,11490,3578,12528,17818,20573,19847,9969,11784,11655,7364,19615,19745,6838,22382,13202,12240,11217,6635,19231,7974,4816,14247,6771,9272,13765
"ENSG00000207227",0,0,0,1,0,1,0,2,2,4,4,0,5,0,0,0,4,0,5,4,0,0,0,0,1,0,2,2,0,0
"ENSG00000100139",1416,2108,2139,2622,2010,1247,462,1460,2127,2287,2512,1070,2090,1823,1279,3181,2967,955,2983,1714,1541,1583,872,2288,1283,747,2570,1173,1601,2238
"ENSG00000128346",17,20,26,27,33,7,8,16,17,40,12,18,3,9,10,4,10,4,26,11,13,10,6,21,8,9,14,7,8,7
"ENSG00000272582",11,8,15,11,8,0,0,6,4,3,5,5,10,9,3,6,17,1,12,23,8,17,2,11,8,1,7,8,19,8
"ENSG00000100142",766,1117,1068,1412,1159,785,215,792,1088,1518,1461,599,627,750,525,1281,1330,473,1454,924,800,752,434,1379,464,282,865,342,579,832
"ENSG00000100146",0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264505",1,0,0,4,0,0,0,1,3,2,1,5,5,0,0,0,2,0,3,1,1,0,1,0,5,3,1,0,0,3
"ENSG00000222044",0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ENSG00000273214",0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000100151",851,1323,1210,1512,1235,702,262,877,1175,1364,1284,669,904,777,502,1563,1491,495,1612,882,815,983,603,1514,713,367,1437,586,911,1151
"ENSG00000233739",0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"ENSG00000100156",3,5,4,3,9,1,3,1,7,19,24,5,6,6,4,17,3,3,7,9,2,2,7,10,6,5,10,4,7,4
"ENSG00000128298",89,98,74,107,91,55,10,48,87,108,90,32,52,58,37,71,87,23,114,58,56,42,17,61,23,11,53,16,20,24
"ENSG00000272720",83,124,123,194,185,103,21,74,127,150,181,98,108,95,53,185,219,65,175,142,128,115,87,208,93,58,210,64,168,208
"ENSG00000184381",1247,1898,1798,2264,1801,977,394,1261,1524,1797,1833,843,1013,1080,656,1827,1646,522,2012,1081,1138,966,605,1463,677,367,1267,515,880,1093
"ENSG00000185022",1353,2154,2133,3619,2714,1937,384,1420,1715,3606,3294,1689,1198,1226,800,3586,3575,1326,2130,1333,1148,1919,1226,3237,685,412,2991,634,1890,2178
"ENSG00000198792",2396,3502,3762,4587,3730,2291,685,2659,3528,4283,3913,1984,2399,2341,1551,3795,3795,1150,5042,2932,2634,2917,1627,4246,1862,984,3929,1521,2436,3234
"ENSG00000256873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ENSG00000241693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265311",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213923",5792,8524,8485,9532,7674,4715,1554,5742,7517,8203,8338,3694,5340,5298,3361,8653,8274,2494,9771,5917,5243,4749,2711,7666,3652,2244,6775,2971,4503,5702
"ENSG00000244627",149,282,225,246,198,106,61,134,148,146,202,85,173,128,86,163,143,58,214,133,129,103,60,172,92,58,145,98,114,132
"ENSG00000229955",15,22,13,11,18,5,1,14,10,4,6,8,6,12,5,6,15,3,23,13,10,0,2,12,6,3,8,1,3,2
"ENSG00000228620",0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168135",0,4,1,2,0,1,0,0,3,0,4,0,3,1,1,7,5,0,4,1,1,0,0,0,0,0,2,3,0,2
"ENSG00000100196",1200,1827,1968,1606,1400,921,366,1265,1739,1621,1512,802,1067,1006,687,1380,1470,534,2228,1313,1181,1063,706,1846,685,468,1394,653,924,1303
"ENSG00000100201",15612,23003,21963,27678,21501,13321,4372,14317,19797,24029,23692,10927,15092,13514,8641,22922,22746,7254,25475,15106,13457,12764,7785,20505,9685,5429,18666,7757,12432,16573
"ENSG00000100206",1,6,6,7,3,1,5,5,5,5,8,4,3,1,5,8,13,4,3,9,1,4,5,5,2,6,7,2,5,3
"ENSG00000224279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184949",293,403,368,532,429,229,77,286,352,501,451,211,286,328,187,471,501,145,625,296,235,286,160,399,224,96,406,167,247,335
"ENSG00000100211",617,729,853,830,688,431,163,518,692,790,885,420,519,459,288,761,844,313,1143,603,556,517,371,889,418,175,739,276,429,536
"ENSG00000230912",0,4,1,3,1,2,0,1,2,0,1,0,7,0,4,1,0,0,12,0,0,1,1,3,0,0,1,0,4,0
"ENSG00000228274",61,68,71,95,76,52,13,36,45,94,91,36,43,28,15,78,68,38,98,38,34,46,29,47,24,25,45,26,19,24
"ENSG00000100216",2039,3167,3232,3901,3122,2110,664,2102,2904,3695,3672,1905,1941,2148,1271,3875,3909,1372,4082,2353,2003,2105,1210,3434,1459,783,2530,1021,1549,2288
"ENSG00000100221",4136,6258,6333,7377,5618,3852,1197,4354,5619,6821,6438,3502,3953,4021,2493,6845,6548,2213,7223,4342,4200,4172,2546,7007,2642,1536,5847,2290,3854,5042
"ENSG00000100226",2111,3085,2955,3282,2488,1594,599,2209,2830,2795,2907,1297,1995,1897,1244,2709,2626,824,3600,2127,2099,1890,1132,2753,1225,759,2553,1123,1680,2051
"ENSG00000229598",1,2,0,2,4,0,0,0,1,0,3,0,8,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,2,0
"ENSG00000257034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244491",12,11,14,19,27,11,2,8,13,8,23,7,17,26,3,21,14,3,22,5,8,13,3,14,5,5,19,11,11,11
"ENSG00000100242",3371,4602,4828,6414,5165,3161,991,3083,4470,6029,5665,2636,2696,2768,1743,4753,4228,1433,6595,3760,3502,2837,1764,4432,1891,1120,3019,1691,1784,2516
"ENSG00000230149",44,40,45,72,49,47,6,43,55,72,52,30,49,51,25,44,36,17,77,47,30,35,31,55,45,23,92,17,57,53
"ENSG00000273096",6,12,9,3,14,18,0,3,9,7,13,8,10,2,6,2,8,2,8,4,5,3,1,5,0,3,6,1,6,4
"ENSG00000225450",39,49,68,62,39,18,24,34,53,53,65,23,37,44,21,44,37,21,62,38,42,30,18,48,32,19,37,29,61,41
"ENSG00000272669",79,107,89,146,87,53,23,69,135,84,111,53,86,82,39,120,94,31,165,74,79,65,42,114,66,57,127,55,98,93
"ENSG00000273076",4,6,6,11,20,1,1,1,7,10,16,2,11,6,2,4,5,5,16,8,6,5,0,12,5,2,16,1,7,9
"ENSG00000100246",537,793,775,939,701,486,141,408,693,946,865,430,500,411,254,791,837,274,1014,582,466,565,329,971,319,190,718,273,410,526
"ENSG00000221890",1113,1641,1734,1934,1606,982,292,1102,1423,1754,1650,761,1204,1224,700,2184,1982,679,2027,1259,1058,1070,549,1446,829,442,1594,650,917,1320
"ENSG00000183741",5616,7879,7918,12137,10103,6299,1607,5497,7266,11442,11442,5088,5374,5314,3407,11658,11352,3501,11502,6456,5795,6861,4053,10691,3904,2112,9428,3124,5902,7703
"ENSG00000235209",0,1,6,1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,3,0,1,3,1,0,0,0,2,1,0,0
"ENSG00000128383",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179750",509,737,764,1092,794,485,140,469,722,1067,925,463,483,546,319,1025,981,342,698,404,359,325,160,474,291,165,361,229,262,396
"ENSG00000249310",0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244509",2352,3188,3180,4193,3459,2177,612,2144,2755,4161,3724,1841,2966,2825,1844,5677,5826,1891,3724,2346,2160,2062,1212,3403,1857,1184,3964,1740,2285,3435
"ENSG00000243811",168,323,261,300,238,127,47,196,238,229,203,93,237,263,155,327,390,100,263,135,127,96,67,169,113,64,189,101,146,159
"ENSG00000128394",575,724,785,880,779,448,152,509,742,795,774,352,562,537,385,916,916,297,801,473,435,388,228,615,318,176,648,290,475,686
"ENSG00000239713",16,23,15,25,38,19,6,18,18,29,34,13,25,26,15,38,32,24,12,4,12,11,5,21,12,1,26,6,13,43
"ENSG00000259421",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225720",2,7,5,5,0,0,0,0,0,1,1,2,1,2,1,0,4,1,1,1,1,1,3,1,0,3,1,0,2,3
"ENSG00000100298",46,64,71,82,73,44,6,38,56,89,80,21,46,65,44,136,156,50,57,43,27,48,25,56,47,24,112,35,58,105
"ENSG00000100307",1240,1672,1739,3080,2606,1557,319,1184,1582,2679,2524,1169,990,1134,636,2313,2227,701,2096,1221,1037,1364,798,2118,684,416,1719,564,1044,1461
"ENSG00000226024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100311",625,959,923,1453,996,822,183,604,828,1572,1397,794,672,619,441,1755,1419,647,1405,816,726,1160,655,2128,547,313,2120,392,1324,1715
"ENSG00000214854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224794",0,4,2,4,0,5,0,0,5,8,11,0,3,0,3,2,1,2,1,9,0,1,1,3,2,0,9,0,6,0
"ENSG00000100316",61588,90812,96285,101840,85326,56390,17447,59302,83214,101685,95299,48667,54987,55891,35928,95517,103011,34062,104387,61961,58753,49305,30600,85749,38220,21481,64536,31507,43560,61081
"ENSG00000209480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000209482",27,41,24,44,53,19,7,29,32,60,63,25,34,35,29,59,80,22,84,43,26,24,21,43,20,13,48,29,35,40
"ENSG00000263764",0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100321",1036,1429,1440,1961,1577,870,283,897,1367,1601,1483,752,812,893,525,1629,1427,550,1511,835,848,563,342,1020,519,331,1011,452,665,967
"ENSG00000100324",948,1214,1363,1476,1118,720,277,939,1361,1277,1156,573,830,841,502,1094,1158,320,1768,1082,1008,821,446,1159,562,373,1065,532,699,879
"ENSG00000128268",2,2,7,5,4,0,0,0,4,5,0,1,0,3,2,2,0,0,5,1,2,0,2,1,5,1,1,7,1,0
"ENSG00000227188",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100335",2324,3233,3431,3443,2759,1868,648,2344,3337,3288,3046,1593,2179,2073,1407,3259,3171,944,4488,2653,2432,2070,1045,3058,1656,869,2737,1446,1669,2337
"ENSG00000128272",9919,14527,15699,17524,15098,9433,2868,9873,14057,16934,16266,7960,8460,8633,5473,15725,16063,5293,18716,10795,10280,8648,5506,14641,6327,3504,9278,5108,6612,8527
"ENSG00000187051",993,1417,1490,1641,1316,870,272,878,1349,1540,1570,693,963,836,522,1402,1459,482,1911,1053,1045,1027,646,1718,665,399,1267,509,864,1061
"ENSG00000100346",30,71,34,71,76,53,11,56,64,60,70,34,36,32,35,54,44,18,67,50,50,36,23,49,27,19,49,27,37,49
"ENSG00000176177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226085",48,74,43,70,67,42,6,38,42,71,66,31,33,28,26,72,55,26,61,44,35,41,17,51,25,12,45,14,26,29
"ENSG00000100351",1,1,6,8,4,1,0,3,5,2,1,2,6,4,0,5,3,1,13,6,4,0,0,5,4,0,1,0,3,3
"ENSG00000225528",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ENSG00000133477",1478,2084,2083,2577,2016,1232,393,1375,1870,2120,2020,948,1477,1334,861,2287,2290,675,2315,1385,1347,1148,682,1775,964,545,1588,807,1041,1462
"ENSG00000261202",1,1,4,8,11,1,0,2,0,3,1,0,2,0,0,2,4,2,1,1,2,2,0,2,2,0,2,0,1,2
"ENSG00000100354",4908,7286,6840,9098,7132,4317,1353,5186,6892,8034,8002,3640,4594,4238,2706,6879,7337,1970,8116,5018,4522,4373,2718,6488,3018,1640,6053,2545,3916,5385
"ENSG00000228599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239900",2027,2992,3138,3829,3300,2097,577,2014,2792,3973,3730,1866,1933,1733,1152,3694,3851,1272,3677,2251,1919,2022,1108,3539,1142,667,2224,945,1394,2105
"ENSG00000100359",1792,2576,2541,3138,2434,1491,516,1725,2390,2717,2737,1280,1725,1779,1078,2915,2761,878,3613,2030,1851,1911,1101,2738,1201,751,2404,1009,1564,1982
"ENSG00000229999",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196588",895,1347,1255,1301,1143,602,278,825,1065,1225,1257,532,797,833,504,1326,1183,407,1528,940,782,675,473,1118,524,277,1107,413,715,838
"ENSG00000272834",0,0,0,0,0,0,0,0,3,0,2,0,1,2,3,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0
"ENSG00000227413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252124",0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,4,0,0,0,0,4,0,0,0,4,0,0,0,1
"ENSG00000172912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230071",10,22,21,29,21,20,4,8,13,23,37,28,18,13,5,46,42,14,24,17,9,18,10,33,7,7,16,4,13,23
"ENSG00000231907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000128285",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,2
"ENSG00000100372",419,604,578,777,564,384,125,358,575,672,700,346,407,379,231,786,789,275,810,497,438,453,298,754,307,141,642,268,374,649
"ENSG00000230769",12,20,8,7,15,7,0,13,13,21,13,8,15,1,4,17,10,2,28,11,14,6,0,13,18,10,14,4,19,10
"ENSG00000233603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266594",0,0,5,0,8,0,0,3,4,1,3,3,2,1,1,11,3,1,3,2,1,1,0,2,11,0,2,2,0,5
"ENSG00000100380",9217,13989,14468,16492,14275,9023,2539,9095,12729,16324,15985,7802,8489,8326,5686,15532,17209,4975,15682,9115,8548,7649,4589,13174,5559,3138,10047,4689,6582,9576
"ENSG00000196236",1519,2234,2171,1989,1666,1043,458,1632,2085,1791,1974,918,1513,1368,931,1740,1951,567,2450,1509,1266,965,550,1471,953,567,1364,729,904,1165
"ENSG00000172404",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238887",0,0,0,2,1,0,0,0,0,4,2,0,1,0,0,0,0,0,2,2,1,0,2,1,4,0,0,0,2,0
"ENSG00000200683",1,2,1,0,0,0,0,0,1,0,4,0,3,1,4,2,2,0,4,0,3,1,1,1,0,0,0,0,1,3
"ENSG00000100387",410,566,517,660,517,308,111,378,515,561,555,300,416,318,203,491,567,184,776,421,392,262,157,516,260,127,413,176,226,428
"ENSG00000222698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237214",4,3,1,5,4,7,0,2,1,1,0,0,4,7,1,5,2,1,3,6,0,1,0,1,4,1,3,6,0,3
"ENSG00000199515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213857",0,0,0,4,1,0,0,4,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,1,0,0,0
"ENSG00000100393",4672,6810,6652,8631,6933,4320,1430,4938,6968,8113,8059,3548,4433,4208,2737,6873,6693,2261,8821,5002,4765,4288,2449,6367,3078,1862,5767,2608,3655,4918
"ENSG00000221160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252859",2,3,0,0,1,0,0,2,0,0,2,0,1,3,1,4,6,0,2,0,0,0,0,0,2,0,1,0,1,0
"ENSG00000232754",0,0,1,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231993",9,19,19,24,27,11,5,21,15,33,25,24,12,11,4,29,25,5,15,12,3,14,5,8,10,4,5,3,6,8
"ENSG00000215771",1,1,0,3,2,0,0,0,0,4,1,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000100395",666,918,965,1245,950,701,206,766,1018,1229,1225,591,742,630,463,1387,1237,398,1548,948,763,789,509,1297,596,366,1198,454,738,991
"ENSG00000235513",9,10,6,4,3,4,2,6,2,4,6,0,8,4,5,3,2,0,6,6,8,1,3,2,2,3,5,2,3,2
"ENSG00000100399",6,8,11,28,19,5,1,2,18,14,20,1,13,7,8,31,15,5,19,14,16,7,2,16,6,7,9,4,14,9
"ENSG00000100401",4485,6716,6893,9304,7666,4533,1334,4556,6228,8651,8504,3851,4815,4585,3114,8876,8627,2854,9869,5866,5206,4977,2920,7901,3468,1897,5322,2715,3266,4599
"ENSG00000269104",0,0,0,0,0,0,2,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100403",3537,5020,5307,7374,6162,3783,1029,3615,4988,6877,6563,2991,3557,3429,2262,7014,6657,2161,7376,4094,3722,4001,2278,6419,2648,1388,5234,2022,3285,4372
"ENSG00000167074",974,1226,1417,2257,1720,1142,299,967,1499,2191,2090,990,904,855,625,1821,1790,546,1910,1081,1142,1106,622,1686,744,366,1355,604,1088,1334
"ENSG00000199865",0,0,0,0,9,0,0,2,0,1,0,1,0,5,0,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000273424",6,4,26,1,18,5,3,2,16,11,12,1,3,4,1,5,7,3,10,3,7,3,0,1,7,1,6,1,6,4
"ENSG00000183864",3798,5090,5542,7405,5733,3840,1045,3722,5098,7484,6614,3337,3305,3146,2069,6001,5750,1904,6815,3887,3779,3104,1874,5620,2672,1394,4863,2366,3036,4060
"ENSG00000100410",690,1082,1101,1429,1213,836,220,677,1135,1531,1422,795,634,711,502,1459,1682,529,1542,992,845,832,508,1388,574,278,1021,477,639,870
"ENSG00000100412",4344,6590,6628,6841,5497,3495,1235,4601,5786,6601,6143,2713,3896,3896,2325,5913,5798,1866,7989,4512,4303,4084,2464,6529,2617,1390,5252,2109,3363,4392
"ENSG00000100413",861,1039,1185,2429,1890,1218,271,753,1292,2511,2237,1065,955,802,547,2419,2372,793,1913,1193,996,1118,607,1859,855,386,1634,710,998,1507
"ENSG00000172346",2,3,1,2,7,6,0,1,7,7,1,2,2,1,4,10,6,0,9,2,1,2,2,10,0,0,3,2,0,4
"ENSG00000100417",613,932,1029,948,740,487,163,627,795,1017,876,388,548,637,376,765,786,231,1254,773,647,577,362,880,408,257,580,305,436,531
"ENSG00000100418",1101,1573,1591,1842,1481,1001,309,1116,1520,1741,1659,835,1088,1154,654,1966,1940,647,2179,1229,1093,1006,613,1600,827,478,1454,634,969,1365
"ENSG00000196419",14843,21881,22903,27389,22984,15170,4288,15315,20718,28798,27567,14182,13437,13869,8840,24013,25696,8439,30150,17629,15412,14036,8271,24239,9602,5237,15426,7027,9185,14393
"ENSG00000200332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100138",2607,4122,4152,5096,4137,2757,794,2789,3650,4860,4939,2346,2639,2644,1633,5470,5099,1840,5234,3057,2666,2588,1594,4573,1708,1046,3518,1499,2228,3163
"ENSG00000207457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184208",353,532,529,975,721,426,85,372,494,762,752,402,371,331,231,774,793,213,749,482,322,324,191,620,278,126,522,206,348,414
"ENSG00000255782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167077",17,24,17,73,63,25,1,9,21,54,65,21,27,19,10,56,53,21,42,13,17,28,34,60,9,9,75,13,35,58
"ENSG00000231261",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206813",0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,2,0,2,0,0,0,0,0,2
"ENSG00000100147",272,367,357,488,301,175,64,263,388,352,405,160,221,201,117,342,345,97,429,285,211,189,113,268,152,86,186,130,132,185
"ENSG00000184068",3,3,8,14,16,5,4,10,14,7,20,7,5,9,3,9,13,1,5,0,7,1,5,3,3,2,7,0,3,4
"ENSG00000198911",12246,18087,18934,26497,21452,13203,3429,12395,17030,24299,22975,10777,10991,10837,7384,22090,20584,6825,21018,12132,11874,10336,5997,15388,7740,4295,13725,6598,8743,10828
"ENSG00000207932",0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000234965",139,194,204,261,148,107,41,123,133,222,166,58,132,154,81,260,188,85,305,117,154,139,97,208,79,73,158,94,107,151
"ENSG00000260655",45,50,62,81,59,37,18,39,55,53,66,29,43,32,28,61,68,32,97,58,32,31,26,45,26,18,61,22,19,36
"ENSG00000263463",6,12,12,17,12,4,2,6,10,11,12,5,5,8,7,13,10,3,9,8,3,5,5,20,6,0,4,4,3,3
"ENSG00000159958",80,108,108,136,103,61,11,85,101,110,114,62,72,67,42,111,112,27,172,96,93,84,44,91,54,29,97,41,54,49
"ENSG00000100162",311,476,463,620,556,394,98,315,419,630,604,246,303,276,155,611,616,206,632,400,342,332,234,525,195,140,381,152,250,361
"ENSG00000205704",20,46,56,47,23,25,8,15,23,18,17,9,16,23,10,24,34,9,45,24,18,16,15,19,16,8,13,13,14,22
"ENSG00000100167",551,831,839,1066,887,555,166,562,733,920,935,426,570,534,337,965,978,304,905,492,446,241,128,445,306,160,351,283,285,448
"ENSG00000224883",0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215347",0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,2,0,0,0,1,1,0
"ENSG00000198951",1003,1465,1434,1955,1522,1053,314,947,1338,1939,1677,698,986,900,564,1522,1396,453,1955,1168,1042,896,573,1303,658,392,1022,554,719,996
"ENSG00000177096",1,3,0,1,2,0,0,0,1,6,4,1,3,3,2,9,3,3,16,2,0,5,3,11,3,0,3,0,3,9
"ENSG00000238498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183172",380,633,561,699,522,341,127,396,495,626,594,286,324,378,209,546,510,197,662,412,371,379,201,669,252,139,442,191,353,464
"ENSG00000184983",929,1320,1390,1662,1369,781,311,946,1266,1711,1675,701,843,1023,636,1611,1800,577,1867,1110,1005,961,575,1637,706,381,1146,477,766,1012
"ENSG00000270083",40,32,23,41,27,18,9,8,23,29,12,20,26,19,7,12,34,14,30,21,15,11,13,30,16,4,11,6,8,14
"ENSG00000237037",120,123,133,113,126,52,35,69,150,131,136,71,90,81,54,106,100,32,189,111,87,109,73,161,58,45,129,49,68,117
"ENSG00000213790",138,206,266,222,193,145,43,134,221,218,237,118,131,132,89,297,217,113,242,127,144,156,74,202,104,53,189,76,86,167
"ENSG00000100197",57,69,39,116,83,79,8,37,33,90,89,39,57,39,26,90,63,28,85,47,39,47,37,61,42,20,114,24,46,84
"ENSG00000227370",6,7,9,6,1,2,0,7,8,3,10,4,3,7,2,9,13,0,13,7,6,11,3,4,9,2,13,5,2,3
"ENSG00000232710",14,13,10,18,19,5,3,8,16,17,25,8,17,6,5,21,25,9,16,14,19,16,2,10,9,3,10,17,13,13
